,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
665161,Jeremy Pena,120,119,319,134,16,469,.966,3.78,3.85,1059.0,120,60,0,9,128,104,62,18,1,18,127,20,0,117,6,.249,470,.285,.406,.691,2,10,.833,5,1823,505,191,50,184,1,5,.300,1.23,3,26.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514888,Jose Altuve,128,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,123,139,87,33,0,24,84,60,2,141,9,.290,486,.378,.506,.884,1,18,.947,12,2143,556,246,52,124,0,1,.309,0.88,0,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664353,Jose Urquidy,27,27,10,4,0,14,1.000,0.52,0.80,157.0,27,1,0,0,127,206,71,33,1,26,127,35,0,149,7,.247,603,.293,.434,.727,3,10,.769,8,2502,,262,,,0,6,,0.62,0,,3.96,157.0,13,7,0,0,0,0,69,1.17,651,471,27,0,0,1702,.680,7,0,5,0,.650,15.94,0,3.63,7.28,2.01,8.54,4.07,1.49,0,0,,
434378,Justin Verlander,25,25,14,4,0,18,1.000,0.72,1.03,157.0,25,2,0,0,121,179,39,12,1,12,163,27,0,104,5,.185,562,.227,.274,.501,3,8,.727,7,2336,,154,,,1,4,,0.68,0,,1.78,157.0,17,3,0,0,0,0,31,0.83,599,471,25,0,0,1595,.680,5,0,2,0,.850,14.88,0,6.04,9.34,1.55,5.96,2.24,0.69,0,0,,
663656,Kyle Tucker,3,3,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,115,168,67,26,1,28,86,55,3,130,0,.262,497,.334,.487,.821,3,22,.880,10,2086,557,242,99,228,0,2,.265,0.68,3,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621121,McCullers Jr.,6,6,1,2,0,3,1.000,0.50,0.79,34.2,6,0,0,0,32,31,9,6,0,2,37,19,0,25,0,.202,124,.306,.298,.604,1,2,.667,3,563,,37,,,0,1,,1.03,0,,2.34,34.2,3,1,0,0,0,0,9,1.27,144,104,6,0,0,337,.600,0,0,1,0,.750,16.24,0,1.95,9.61,4.93,6.49,2.34,0.52,0,0,,
671277,Luis Garcia,59,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,97,59,25,19,2,6,65,8,1,86,1,.285,302,.302,.421,.723,4,2,.333,4,1098,316,127,37,134,1,4,.340,1.64,0,50.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455117,Martin Maldonado,103,100,42,928,2,972,.998,9.42,10.02,871.2,103,3,0,2,79,79,36,12,0,13,105,21,0,58,7,.184,316,.249,.345,.594,13,38,.745,5,1385,349,109,43,160,3,2,.225,1.00,0,24.31,,,,,,,,,,,,,,,,,,,,29,1,,,,,,,,,,,,8,2.95
643289,Mauricio Dubon,21,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,10,23,10,1,0,2,4,1,0,11,0,.239,46,.245,.391,.636,0,0,.---,0,149,49,18,8,32,0,2,.214,0.43,0,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664208,Phil Maton,60,0,5,1,1,7,.857,0.10,0.95,57.2,60,1,0,1,51,54,30,7,1,8,62,22,2,52,7,.242,215,.328,.395,.723,1,2,.667,7,965,,85,,,1,3,,0.94,0,,3.75,57.2,0,2,0,2,13,2,24,1.28,248,173,60,0,0,619,.640,7,0,0,0,.000,16.73,7,2.82,9.68,3.43,8.12,4.68,1.25,25,5,,
606160,Rafael Montero,64,0,4,2,1,7,.857,0.09,0.89,61.2,64,0,0,1,65,48,19,7,1,2,66,21,2,42,2,.191,220,.267,.259,.526,0,7,1.000,8,980,,57,,,1,0,,1.35,0,,2.34,61.2,4,2,13,15,20,2,16,1.02,244,185,64,0,0,625,.640,2,0,1,0,.667,15.89,23,3.14,9.63,3.06,6.13,2.77,0.29,19,4,,
519151,Ryan Pressly,43,0,3,2,0,5,1.000,0.12,1.10,41.2,43,0,0,0,35,30,15,2,1,3,55,9,0,28,0,.193,145,.239,.283,.522,1,0,.000,5,600,,41,,,2,1,,1.17,0,,3.02,41.2,3,3,28,32,0,4,14,0.89,157,125,43,0,0,390,.650,0,0,0,0,.500,14.40,38,6.11,11.88,1.94,6.05,3.24,0.65,4,2,,
592773,Ryne Stanek,53,0,1,0,0,1,1.000,0.02,0.18,49.1,53,0,0,0,33,52,7,6,0,2,56,30,1,31,0,.182,170,.302,.253,.555,2,4,.667,5,805,,43,,,0,2,,0.63,0,,1.09,49.1,2,1,1,4,15,3,6,1.24,202,148,53,0,0,486,.600,0,0,4,0,.667,16.32,10,1.87,10.22,5.47,5.66,1.28,0.36,21,9,,
641820,Trey Mancini,19,17,0,0,0,0,.000,0.00,-.--,0.0,19,0,0,0,28,33,16,5,0,8,39,15,0,25,1,.202,124,.291,.435,.726,0,0,.---,3,564,141,54,21,56,0,1,.218,0.85,0,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669257,Will Smith,123,21,0,0,0,0,.000,0.00,-.--,0.0,22,0,0,0,94,165,62,25,1,22,81,55,4,117,10,.258,453,.349,.464,.813,0,1,1.000,9,2147,522,210,82,216,0,4,.268,0.57,0,20.59,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,4,2.60
673237,Yainer Diaz,2,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,14,4,0,1,2,0,0,.000,0.50,0,-.--,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0.00
670541,Yordan Alvarez,122,68,0,0,0,0,.000,0.00,-.--,0.0,68,0,0,0,111,97,90,24,2,37,95,72,9,130,6,.304,427,.407,.630,1.037,1,1,.500,12,2006,511,269,93,199,0,6,.309,1.14,0,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493329,Yuli Gurriel,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,131,180,51,37,0,8,67,28,0,122,6,.245,497,.292,.368,.660,0,8,1.000,13,1950,534,183,47,239,0,3,.268,0.73,0,62.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,13,6,1,1,0,2,1.000,0.15,0.51,35.0,13,0,0,0,20,53,17,9,0,8,32,16,0,30,3,.222,135,.318,.467,.785,0,3,1.000,0,605,,63,,,0,0,,0.38,0,,4.37,35.0,0,2,0,0,0,0,17,1.31,154,105,13,0,0,379,.630,3,0,1,0,.000,17.29,7,2.00,8.23,4.11,7.71,4.37,2.06,2,0,,
647351,Abraham Toro,21,18,0,0,0,0,.000,0.00,-.--,0.0,21,0,0,0,82,104,32,12,1,9,53,21,1,53,1,.183,289,.239,.325,.564,0,1,1.000,4,1181,314,94,30,115,0,3,.191,0.79,0,32.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624428,Adam Frazier,8,7,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,151,172,59,19,4,3,66,44,1,119,5,.238,499,.304,.311,.615,5,9,.643,13,2020,557,155,36,197,4,5,.267,0.88,0,166.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662253,Andres Munoz,58,0,4,3,0,7,1.000,0.12,1.09,58.2,58,0,0,0,42,36,19,4,0,5,90,15,3,39,4,.190,205,.257,.283,.540,1,5,.833,4,944,,58,,,0,2,,1.17,0,,2.61,58.2,2,5,3,6,21,3,17,0.92,226,176,58,0,0,645,.680,4,0,4,0,.286,16.09,10,6.00,13.81,2.30,5.98,2.91,0.77,22,3,,
663728,Cal Raleigh,107,92,25,849,6,880,.993,8.17,9.22,853.0,107,3,0,4,55,107,41,18,1,23,111,34,0,69,2,.204,338,.278,.467,.745,23,49,.681,5,1480,378,158,54,163,0,4,.221,0.51,1,14.70,,,,,,,,,,,,,,,,,,,,22,0,,,,,,,,,,,,3,3.12
467793,Carlos Santana,34,33,0,0,0,0,.000,0.00,-.--,0.0,34,0,0,0,51,70,27,6,0,13,44,28,1,36,2,.181,199,.286,.407,.693,0,0,.---,7,938,231,81,31,82,0,2,.160,0.73,0,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623167,Chris Flexen,28,21,9,6,1,16,.938,0.54,1.05,128.2,28,1,0,1,109,181,57,25,3,16,88,49,3,126,2,.253,498,.320,.412,.732,0,5,1.000,6,2068,,205,,,2,4,,0.60,0,,3.78,128.2,7,9,2,2,0,0,54,1.36,555,386,28,0,0,1274,.620,2,0,6,0,.438,16.07,7,1.80,6.16,3.43,8.81,3.99,1.12,0,0,,
592200,Curt Casali,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,20,29,13,3,0,4,36,15,0,25,1,.231,108,.325,.370,.695,3,13,.813,1,566,126,40,14,55,0,2,.300,0.69,1,27.00,,,,,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,1,3.26
660636,Diego Castillo,2,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,3,1,8,0,0,1,1,3,0,6,1,.545,11,.667,.818,1.485,0,0,.---,1,60,265,9,27,89,0,0,.230,3.00,0,22.27,36.00,2.0,0,0,0,0,0,0,8,4.50,15,6,2,0,0,26,.430,1,0,0,0,.---,30.00,2,0.33,4.50,13.50,27.00,36.00,4.50,0,0,,
664238,Dylan Moore,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,24,45,32,10,2,6,64,29,1,36,11,.216,167,.365,.407,.772,5,16,.762,2,945,210,68,19,95,1,1,.306,0.53,1,27.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657024,Erik Swanson,51,1,4,3,0,7,1.000,0.14,1.31,48.1,51,0,0,0,29,50,6,6,0,3,63,8,1,32,1,.186,172,.227,.273,.500,1,2,.667,1,785,,47,,,2,0,,0.58,0,,1.12,48.1,2,0,3,4,13,1,6,0.83,183,145,51,0,0,543,.690,1,0,1,1,1.000,16.24,8,7.88,11.73,1.49,5.96,1.12,0.56,9,1,,
669923,George Kirby,22,22,9,7,0,16,1.000,0.73,1.23,117.2,22,1,0,0,101,122,44,19,1,12,123,15,0,117,5,.255,459,.284,.379,.663,3,9,.750,8,1842,,174,,,1,3,,0.83,0,,2.98,117.2,7,4,0,0,0,0,39,1.12,483,353,22,0,0,1266,.690,5,0,4,1,.636,15.65,0,8.20,9.41,1.15,8.95,3.37,0.92,0,0,,
641487,J.P. Crawford,131,130,298,147,13,458,.972,3.40,3.52,1138.0,131,65,0,6,141,151,53,24,2,6,70,57,0,119,7,.251,474,.337,.348,.685,2,3,.600,9,2208,545,165,38,182,2,5,.280,0.93,0,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571875,Jake Lamb,5,3,0,7,0,7,1.000,1.40,2.86,22.0,5,0,0,0,3,8,3,1,0,1,13,3,0,5,1,.172,29,.273,.310,.583,0,0,.---,0,159,33,9,2,14,0,0,.267,0.38,0,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608385,Jesse Winker,12,11,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,106,141,46,15,0,13,97,79,1,95,2,.218,436,.338,.342,.680,0,0,.---,8,2126,520,149,48,179,0,3,.249,0.75,0,33.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677594,Julio Rodriguez,126,125,3,352,6,361,.983,2.84,2.91,1097.2,125,0,0,2,107,108,80,23,3,27,140,40,4,137,8,.279,491,.343,.503,.846,7,25,.781,6,2033,540,247,73,176,0,1,.338,0.99,0,18.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669302,Logan Gilbert,29,29,13,14,1,28,.964,0.93,1.46,166.2,29,1,0,1,136,194,64,37,2,17,156,45,2,156,5,.245,636,.299,.390,.689,4,6,.600,10,2740,,248,,,3,3,,0.70,0,,3.19,166.2,12,6,0,0,0,0,59,1.21,692,500,29,0,0,1776,.650,5,0,4,0,.667,16.44,0,3.47,8.42,2.43,8.42,3.46,0.92,0,0,,
622379,Luis Castillo,3,0,0,0,0,0,.000,0.00,0.00,3.2,3,0,0,0,5,3,0,0,0,0,4,0,0,2,0,.143,14,.143,.143,.286,0,0,.---,0,60,,2,,,0,0,,1.67,0,,0.00,3.2,0,0,0,0,0,0,0,0.55,14,11,3,0,0,38,.630,0,0,0,0,.---,16.36,1,-.--,9.82,0.00,4.91,0.00,0.00,2,0,,
594835,Marco Gonzales,29,29,8,7,0,15,1.000,0.52,0.81,166.0,29,1,0,0,178,211,85,41,0,27,92,47,1,172,7,.267,644,.321,.457,.778,2,8,.800,16,2575,,294,,,3,6,,0.84,0,,4.01,166.0,10,14,0,0,0,0,74,1.32,707,498,29,0,0,1693,.660,7,0,1,1,.417,15.51,0,1.96,4.99,2.55,9.33,4.61,1.46,0,0,,
666374,Matt Brash,31,5,5,3,1,9,.889,0.26,1.60,45.0,31,1,0,0,42,27,21,4,0,3,55,29,1,42,2,.255,165,.372,.333,.705,3,0,.000,7,834,0,55,0,0,1,0,.---,1.56,0,-.--,4.20,45.0,3,4,0,0,7,0,21,1.58,197,135,31,0,0,519,.620,2,0,3,0,.429,18.53,2,1.90,11.00,5.80,8.40,4.20,0.60,12,0,,
571510,Matthew Boyd,4,0,0,1,0,1,1.000,0.25,1.80,5.0,4,0,0,0,6,4,0,0,0,0,4,5,2,1,0,.067,15,.300,.067,.367,0,0,.---,1,62,,1,,,0,0,,1.50,0,,0.00,5.0,1,0,0,0,0,0,0,1.20,20,15,4,0,0,36,.580,0,0,0,0,1.000,12.40,0,0.80,7.20,9.00,1.80,0.00,0.00,0,0,,
670036,Matthew Festa,47,0,4,4,0,8,1.000,0.17,1.57,46.1,47,1,0,0,31,47,22,6,2,9,57,14,0,39,2,.227,172,.293,.442,.735,0,5,1.000,3,773,,76,,,2,0,,0.66,0,,4.08,46.1,2,0,2,3,6,1,21,1.14,190,139,47,0,0,517,.670,2,0,1,0,1.000,16.68,12,4.07,11.07,2.72,7.58,4.27,1.75,11,6,,
571745,Mitch Haniger,42,12,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,33,52,19,6,0,7,45,12,1,38,1,.228,167,.282,.389,.671,0,0,.---,4,726,181,65,23,60,0,1,.267,0.63,0,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623149,Paul Sewald,60,0,12,3,0,15,1.000,0.25,2.33,58.1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,2.62,58.1,4,4,19,24,6,5,17,0.77,222,175,60,0,0,593,.660,4,0,1,0,.500,15.48,36,4.19,10.34,2.47,4.47,2.93,1.23,14,5,,
682171,Penn Murfee,56,1,2,2,0,4,1.000,0.07,0.60,60.1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,2.54,60.1,4,0,0,0,6,0,17,0.90,234,181,56,0,0,587,.680,2,0,2,0,1.000,14.20,13,4.33,9.70,2.24,5.82,2.54,0.75,24,4,,
592662,Robbie Ray,29,29,17,6,0,23,1.000,0.79,1.21,171.2,29,1,0,0,138,161,72,28,5,28,194,54,0,146,7,.229,638,.296,.420,.716,8,15,.652,12,2759,,268,,,0,1,,0.86,0,,3.72,171.2,12,10,0,0,0,0,71,1.17,700,515,29,0,0,1776,.640,7,0,5,6,.545,16.07,0,3.59,10.17,2.83,7.65,3.77,1.47,0,0,,
664059,Sam Haggerty,72,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,36,30,26,8,1,5,45,11,2,41,3,.273,150,.333,.440,.773,1,12,.923,3,602,166,66,18,67,1,1,.356,1.20,0,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666211,Taylor Trammell,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,22,26,15,9,0,4,30,12,0,20,0,.208,96,.294,.427,.721,1,2,.667,1,397,110,41,10,45,1,1,.254,0.85,0,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664034,Ty France,125,7,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,145,134,55,23,0,19,82,31,3,132,18,.270,489,.334,.434,.768,0,0,.---,14,1963,543,212,73,190,0,4,.288,1.08,1,25.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676265,,13,6,1,1,0,2,1.000,0.15,0.51,35.0,13,0,0,0,20,53,17,9,0,8,32,16,0,30,3,.222,135,.318,.467,.785,0,3,1.000,0,605,,63,,,0,0,,0.38,0,,4.37,35.0,0,2,0,0,0,0,17,1.31,154,105,13,0,0,379,.630,3,0,1,0,.000,17.29,7,2.00,8.23,4.11,7.71,4.37,2.06,2,0,,
571901,Aaron Loup,58,0,9,0,0,9,1.000,0.16,1.56,52.1,58,0,0,0,60,50,36,13,0,4,50,20,3,48,7,.231,208,.319,.351,.670,2,5,.714,2,882,,73,,,0,0,,1.20,0,,3.96,52.1,0,5,1,4,16,3,23,1.30,235,157,58,0,0,574,.650,7,0,0,1,.000,16.85,7,2.50,8.60,3.44,8.25,6.19,0.69,29,6,,
681806,Andrew Wantz,36,1,3,2,0,5,1.000,0.14,1.10,41.2,36,0,0,0,27,53,18,3,0,8,39,17,0,32,2,.213,150,.300,.393,.693,1,2,.667,5,700,,59,,,0,1,,0.51,0,,3.67,41.2,2,1,0,1,5,1,17,1.18,170,125,36,0,0,434,.620,2,1,1,0,.667,16.80,7,2.29,8.42,3.67,6.91,3.89,1.73,15,3,,
642545,Jaime Barria,30,1,10,3,0,13,1.000,0.43,1.60,73.2,30,1,0,0,77,88,28,12,3,10,49,19,0,56,2,.211,266,.267,.391,.658,0,2,1.000,10,1033,,104,,,3,1,,0.88,0,,2.69,73.2,2,3,0,3,3,3,22,1.02,291,221,30,0,0,689,.670,2,0,3,1,.400,14.02,20,2.58,5.99,2.32,6.84,3.42,1.22,15,7,,
623474,Jimmy Herget,43,1,6,4,0,10,1.000,0.23,1.45,62.1,43,0,0,0,56,66,18,15,0,4,59,15,3,43,3,.195,221,.254,.317,.571,0,6,1.000,4,910,,70,,,2,1,,0.85,0,,2.45,62.1,2,1,5,8,5,3,17,0.93,242,187,43,0,0,599,.660,3,0,0,0,.667,14.60,9,3.93,8.52,2.17,6.21,2.60,0.58,26,9,,
666176,Jo Adell,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,44,46,19,10,1,7,91,10,0,50,3,.217,230,.258,.361,.619,2,4,.667,6,1013,245,83,21,111,0,1,.323,0.96,1,32.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665896,Jose Marte,10,0,0,0,0,0,.000,0.00,0.00,10.0,10,0,0,0,3,13,9,0,1,2,13,15,0,8,0,.216,37,.442,.432,.874,0,2,1.000,1,232,,16,,,0,0,,0.23,0,,8.10,10.0,0,0,0,0,0,0,9,2.30,52,30,10,0,0,123,.530,0,0,0,0,.---,23.20,4,0.87,11.70,13.50,7.20,8.10,1.80,6,2,,
650671,Jose Quijada,37,0,3,0,1,4,.750,0.08,0.79,34.2,37,0,0,1,18,43,14,10,0,3,42,18,4,22,2,.177,124,.290,.331,.621,1,1,.500,1,597,,41,,,0,1,,0.42,0,,3.38,34.2,0,4,3,5,8,2,13,1.15,145,104,37,0,0,384,.640,2,0,1,0,.000,17.22,10,2.33,10.90,4.67,5.71,3.63,0.78,22,4,,
660761,Jose Suarez,19,17,2,2,1,5,.800,0.21,0.40,91.1,19,0,0,1,77,106,40,19,0,12,87,31,2,86,3,.243,354,.308,.398,.706,1,1,.500,3,1509,,141,,,1,1,,0.73,0,,3.84,91.1,6,7,0,0,0,0,39,1.28,390,274,19,0,0,994,.660,3,0,1,0,.462,16.52,0,2.81,8.57,3.05,8.47,3.94,1.18,1,0,,
435559,Kurt Suzuki,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,28,55,10,4,0,4,29,15,0,24,1,.179,134,.263,.299,.562,6,34,.850,3,574,152,40,14,53,0,2,.194,0.51,1,33.50,,,,,,,,,,,,,,,,,,,,14,0,,,,,,,,,,,,2,4.15
650859,Luis Rengifo,111,0,0,0,0,0,.000,0.00,0.00,5.1,4,0,0,0,123,113,41,22,4,15,68,15,0,115,4,.275,418,.307,.455,.762,2,6,.750,9,1572,438,190,47,182,1,0,.299,1.09,0,27.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642423,Magneuris Sierra,42,0,0,1,0,1,1.000,0.50,4.50,2.0,2,0,0,0,27,21,6,1,3,0,21,4,0,15,0,.181,83,.218,.265,.483,1,6,.857,0,319,88,22,5,32,1,0,.242,1.29,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622110,Matt Duffy,63,29,47,19,1,67,.985,2.00,2.31,257.2,33,7,0,1,53,45,9,6,0,1,41,13,0,45,1,.245,184,.298,.293,.591,0,0,.---,4,737,198,54,12,67,0,0,.310,1.18,0,184.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642136,Matt Thaiss,3,0,3,2,0,5,1.000,1.67,11.25,4.0,3,1,0,0,10,8,5,0,0,2,15,4,0,10,0,.238,42,.298,.381,.679,1,5,.833,1,180,47,16,4,18,0,1,.308,1.25,0,21.00,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,0,4.23
545358,Max Stassi,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,84,69,29,11,1,8,105,37,0,56,1,.179,313,.267,.297,.564,12,43,.782,12,1351,352,93,27,136,0,1,.239,1.22,1,39.12,,,,,,,,,,,,,,,,,,,,32,0,,,,,,,,,,,,8,3.73
547179,Michael Lorenzen,15,15,9,7,1,17,.941,1.07,1.78,81.2,15,1,0,1,99,72,44,16,0,11,63,36,0,73,4,.239,306,.326,.399,.725,1,0,.000,13,1358,,122,,,0,1,,1.38,0,,4.74,81.2,7,6,0,0,0,0,43,1.33,347,245,15,0,0,837,.620,4,0,3,0,.538,16.63,0,1.75,6.94,3.97,8.04,4.85,1.21,0,0,,
