,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,catchersInterference,atBatsPerHomeRun,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,passedBall,catcherERA
657376,Clarke Schmidt,23,3,5,4,0,9,1.000,0.39,1.59,51.0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,2.82,51.0,5,4,2,2,2,0,16,1.20,209,153,23,0,0,542,.660,2,0,0,0,.556,16.20,4,2.55,9.00,3.53,7.24,3.18,0.53,10,3,,
605280,Clay Holmes,59,0,8,7,0,15,1.000,0.25,2.25,60.0,59,0,0,0,94,18,20,9,0,1,63,20,2,43,9,.197,218,.291,.252,.543,0,1,1.000,4,939,,55,,,0,0,,5.22,1,,2.55,60.0,6,4,20,25,7,5,17,1.05,248,180,59,0,0,598,.640,9,0,1,0,.600,15.65,31,3.15,9.45,3.00,6.45,3.00,0.15,21,5,,
593334,Domingo German,12,11,0,1,1,2,.500,0.08,0.16,57.2,12,0,0,1,54,72,22,14,0,7,41,14,0,52,4,.237,219,.295,.397,.692,0,0,.---,7,867,,87,,,0,0,,0.75,0,,3.12,57.2,2,3,0,0,0,0,20,1.14,237,173,12,0,0,581,.670,4,1,0,0,.400,15.03,0,2.93,6.40,2.18,8.12,3.43,1.09,0,0,,
593423,Frankie Montas,8,8,2,7,1,10,.900,1.13,2.08,39.2,8,0,0,0,48,36,28,12,0,6,33,15,0,46,5,.288,160,.363,.475,.838,0,1,1.000,3,695,,76,,,1,2,,1.33,2,,6.35,39.2,1,3,0,0,0,0,28,1.54,185,119,8,0,0,435,.630,5,0,3,0,.250,17.52,0,2.20,7.49,3.40,10.44,6.35,1.36,0,0,,
543037,Gerrit Cole,30,30,16,9,0,25,1.000,0.83,1.24,182.1,30,0,0,0,147,152,71,28,1,29,236,47,0,140,2,.208,674,.261,.381,.642,3,10,.769,10,2976,,257,,,0,1,,0.97,1,,3.41,182.1,12,7,0,0,0,0,69,1.03,725,547,30,0,0,1965,.660,2,1,2,0,.632,16.32,0,5.02,11.65,2.32,6.91,3.50,1.43,0,0,,
519317,Giancarlo Stanton,54,54,0,0,0,0,.000,0.00,-.--,0.0,54,0,0,0,94,75,45,7,0,26,117,44,2,75,0,.209,358,.294,.447,.741,0,0,.---,7,1654,406,160,69,181,0,3,.225,1.25,1,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650402,Gleyber Torres,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,100,153,65,25,1,21,119,33,1,120,3,.245,489,.296,.429,.725,5,9,.643,11,2076,528,210,62,249,1,2,.282,0.65,0,23.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669711,Greg Weissert,10,0,0,1,1,2,.500,0.10,1.00,9.1,10,0,0,1,8,11,7,1,0,1,10,4,0,6,2,.171,35,.293,.286,.579,0,2,1.000,0,156,,10,,,0,0,,0.73,0,,6.75,9.1,3,0,0,0,1,0,7,1.07,41,28,10,0,0,97,.620,2,1,0,0,1.000,16.71,1,2.50,9.64,3.86,5.79,6.75,0.96,8,2,,
643396,Isiah Kiner-Falefa,126,120,301,135,15,451,.967,3.46,3.63,1080.1,126,44,0,6,156,109,64,19,0,3,67,31,2,118,5,.267,442,.319,.330,.649,4,20,.833,13,1773,486,146,46,173,3,5,.305,1.43,0,147.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592791,Jameson Taillon,29,29,17,7,1,25,.960,0.83,1.37,158.0,29,2,0,1,162,172,72,37,3,24,132,29,0,150,4,.246,610,.283,.434,.717,2,6,.750,8,2513,,265,,,2,4,,0.94,1,,4.04,158.0,13,5,0,0,0,0,71,1.13,650,474,29,0,0,1647,.660,4,0,3,0,.722,15.91,0,4.55,7.52,1.65,8.54,4.10,1.37,0,0,,
642528,Jonathan Loaisiga,45,0,10,3,0,13,1.000,0.29,2.85,41.1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,4.35,41.1,1,3,1,2,10,1,20,1.31,175,124,45,0,0,432,.660,0,0,0,0,.250,15.82,7,1.88,6.97,3.70,8.06,4.79,0.65,22,5,,
624431,Jose Trevino,104,81,29,751,5,785,.994,7.65,9.41,746.2,102,1,0,1,82,90,37,11,1,10,54,13,0,76,2,.252,301,.287,.395,.682,1,2,.667,5,1126,317,119,38,125,0,1,.277,0.91,0,30.10,,,,,,,,,,,,,,,,,,,,21,3,,,,,,,,,,,,2,3.13
518626,Josh Donaldson,23,23,0,0,0,0,.000,0.00,-.--,0.0,23,0,0,0,97,111,53,26,0,15,130,50,1,95,7,.222,428,.310,.388,.698,2,2,.500,10,1946,490,166,56,186,0,5,.278,0.87,0,28.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543309,Kyle Higashioka,75,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,44,77,22,5,0,8,46,11,0,40,1,.198,202,.240,.342,.582,1,0,.000,4,813,219,69,26,93,2,3,.212,0.57,0,25.25,,,,,,,,,,,,,,,,,,,,15,0,,,,,,,,,,,,6,3.61
642152,Lou Trivino,19,0,3,2,0,5,1.000,0.26,2.81,16.0,19,0,0,0,16,15,4,1,0,0,16,8,0,13,2,.217,60,.329,.233,.562,1,0,.000,0,269,,14,,,0,0,,1.07,0,,1.13,16.0,1,2,0,0,1,0,2,1.31,70,48,19,0,0,163,.610,2,0,0,0,.333,16.81,6,2.00,9.00,4.50,7.31,2.25,0.00,19,5,,
476595,Lucas Luetge,46,0,3,1,2,6,.667,0.09,0.69,52.1,46,2,0,1,38,62,18,10,0,4,53,14,1,54,2,.263,205,.314,.371,.685,0,0,.---,2,858,,76,,,0,2,,0.61,0,,2.75,52.1,3,4,2,2,6,0,16,1.30,223,157,46,0,0,529,.620,2,0,0,0,.429,16.39,17,3.79,9.11,2.41,9.29,3.10,0.69,29,12,,
503556,Marwin Gonzalez,77,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,41,48,17,7,0,5,45,13,0,31,4,.193,161,.268,.329,.597,0,3,1.000,7,736,182,53,15,87,3,1,.232,0.85,0,32.20,0.00,0.1,0,0,0,0,0,0,0,0.00,1,1,1,0,0,2,.500,0,0,0,0,.---,12.00,1,-.--,0.00,0.00,0.00,0.00,0.00,3,0,,
609280,Miguel Andujar,27,6,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,25,28,9,2,0,1,22,3,0,22,0,.229,96,.250,.281,.531,0,4,1.000,0,353,100,27,8,35,0,1,.284,0.89,0,96.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641482,Nestor Cortes,25,25,6,4,1,11,.909,0.40,0.64,140.0,25,0,0,0,101,170,43,22,0,16,142,32,0,101,2,.197,512,.246,.334,.580,2,3,.600,5,2184,,171,,,0,2,,0.59,0,,2.70,140.0,10,4,0,0,0,0,42,0.95,548,420,25,0,0,1479,.680,2,0,1,2,.714,15.60,0,4.44,9.13,2.06,6.49,2.76,1.03,0,0,,
672724,Oswald Peraza,6,6,13,9,0,22,1.000,3.67,3.60,55.0,6,2,0,0,7,6,3,2,0,0,4,3,0,6,2,.261,23,.393,.348,.741,0,1,1.000,0,82,28,8,0,11,0,0,.316,1.17,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665828,Oswaldo Cabrera,21,20,6,35,0,41,1.000,1.95,2.16,171.2,21,0,0,0,18,31,9,5,1,2,30,9,0,23,0,.228,101,.288,.356,.644,2,1,.333,1,465,111,36,10,36,0,1,.300,0.58,0,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676760,Ron Marinaccio,34,0,2,4,0,6,1.000,0.18,1.42,38.1,34,0,0,0,27,35,10,5,1,2,49,20,0,19,6,.147,129,.288,.248,.536,1,3,.750,2,664,,32,,,0,1,,0.77,1,,1.88,38.1,1,0,0,0,5,0,8,1.02,157,115,34,0,0,413,.620,6,0,5,0,1.000,17.32,8,2.45,11.50,4.70,4.46,2.35,0.47,21,6,,
641796,Tim Locastro,3,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,11,15,11,0,0,2,7,2,0,6,1,.154,39,.214,.308,.522,2,7,.778,0,146,42,12,4,19,0,0,.133,0.73,0,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593974,Wandy Peralta,56,0,14,3,1,18,.944,0.30,2.73,56.1,56,2,0,0,70,46,19,5,0,2,47,17,1,42,1,.208,202,.271,.262,.533,0,0,.---,8,816,,53,,,2,1,,1.52,0,,2.72,56.1,3,4,4,9,9,5,17,1.05,223,169,56,0,0,513,.630,1,1,2,1,.429,14.49,18,2.76,7.51,2.72,6.71,3.04,0.32,28,6,,
676265,,13,6,1,1,0,2,1.000,0.15,0.51,35.0,13,0,0,0,20,53,17,9,0,8,32,16,0,30,3,.222,135,.318,.467,.785,0,3,1.000,0,605,,63,,,0,0,,0.38,0,,4.37,35.0,0,2,0,0,0,0,17,1.31,154,105,13,0,0,379,.630,3,0,1,0,.000,17.29,7,2.00,8.23,4.11,7.71,4.37,2.06,2,0,,
643256,Adam Cimber,69,0,8,2,0,10,1.000,0.14,1.43,63.0,69,1,0,0,62,67,25,9,2,6,53,12,1,60,6,.253,237,.304,.384,.688,0,6,1.000,4,937,,91,,,3,2,,0.93,0,,3.14,63.0,10,5,4,8,17,4,22,1.14,260,189,69,0,0,646,.690,6,0,1,0,.667,14.87,13,4.42,7.57,1.71,8.57,3.57,0.86,29,9,,
672386,Alejandro Kirk,44,43,0,0,0,0,.000,0.00,-.--,0.0,44,0,0,0,131,120,56,19,0,13,52,56,2,125,4,.295,424,.379,.432,.811,12,32,.727,9,1973,488,183,59,153,0,4,.309,1.09,1,32.62,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,,,,,,1,3.60
666201,Alek Manoah,29,29,13,5,1,19,.947,0.62,0.89,183.2,29,1,0,0,154,216,55,28,1,16,168,47,0,138,15,.206,670,.271,.322,.593,5,8,.615,10,2740,,216,,,1,5,,0.71,1,,2.40,183.2,14,7,0,0,0,0,49,1.01,739,551,29,0,0,1808,.660,15,0,4,0,.667,14.92,0,3.57,8.23,2.30,6.76,2.70,0.78,0,0,,
542914,Anthony Bass,46,0,5,5,2,12,.833,0.22,2.05,44.2,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,1.41,44.2,2,3,0,3,16,3,7,0.94,173,134,45,0,0,414,.670,0,0,1,1,.400,13.88,7,4.50,9.07,2.01,6.45,2.01,0.20,16,3,,
666182,Bo Bichette,145,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,156,128,84,41,1,24,144,38,0,168,2,.283,594,.327,.476,.803,8,11,.579,18,2294,636,283,89,245,0,2,.336,1.22,0,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605548,Bradley Zimmer,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,2,6,4,1,0,0,4,0,0,4,0,.250,16,.250,.313,.563,0,0,.---,0,62,16,5,0,8,0,0,.333,0.33,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624415,Cavan Biggio,3,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,46,66,39,18,1,6,73,37,0,48,5,.208,231,.328,.372,.700,0,2,1.000,2,1164,275,86,23,117,1,1,.275,0.70,0,38.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643376,Danny Jansen,59,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,36,66,28,5,0,13,33,19,1,44,3,.251,175,.328,.503,.831,0,1,1.000,1,780,201,88,34,71,0,4,.233,0.55,0,13.46,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,1,3.58
475479,David Phelps,60,0,5,1,0,6,1.000,0.10,0.93,58.0,60,0,0,0,43,66,20,8,2,1,59,28,0,47,2,.220,214,.316,.290,.606,2,2,.500,3,1039,,62,,,1,0,,0.65,0,,2.79,58.0,0,2,1,2,9,1,18,1.29,245,174,60,0,0,623,.600,2,0,3,0,.000,17.91,10,2.11,9.16,4.34,7.29,3.10,0.16,27,6,,
672515,Gabriel Moreno,19,16,11,126,2,139,.986,8.06,8.87,139.1,17,1,0,1,19,17,3,1,0,0,8,2,0,17,0,.279,61,.302,.295,.597,0,0,.---,2,225,63,18,4,22,0,0,.321,1.12,0,-.--,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,,,0,5.81
543807,George Springer,120,37,0,0,0,0,.000,0.00,-.--,0.0,37,0,0,0,131,122,79,21,3,21,92,50,1,120,7,.260,461,.339,.456,.795,1,13,.929,5,1979,525,210,66,167,0,4,.281,1.07,3,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598265,Bradley Jr.,13,5,3,14,0,17,1.000,1.31,2.55,60.0,13,0,0,0,19,14,7,4,0,0,15,4,0,10,0,.172,58,.226,.241,.467,0,0,.---,2,231,62,14,6,32,0,0,.233,1.36,0,-.--,9.00,1.0,0,0,0,0,0,0,1,4.00,7,3,1,0,0,13,.430,0,0,0,0,.---,30.00,1,0.33,9.00,27.00,9.00,9.00,0.00,0,0,,
605447,Jordan Romano,57,0,5,2,0,7,1.000,0.12,1.11,57.2,57,0,0,0,46,58,18,5,0,4,64,20,4,41,3,.196,209,.276,.278,.554,0,4,1.000,5,880,,58,,,0,0,,0.79,1,,2.34,57.2,5,4,34,39,2,5,15,1.06,233,173,57,0,0,605,.690,3,0,0,0,.556,15.26,50,3.20,9.99,3.12,6.40,2.81,0.62,11,1,,
621244,Jose Berrios,29,29,16,5,1,22,.955,0.72,1.20,158.2,29,1,0,1,143,177,91,31,1,28,136,39,0,180,11,.284,634,.335,.468,.803,5,4,.444,11,2461,,297,,,0,2,,0.81,2,,4.99,158.2,11,5,0,0,0,0,88,1.38,688,476,29,0,0,1650,.670,11,0,2,2,.688,15.51,0,3.49,7.71,2.21,10.21,5.16,1.59,0,0,,
657240,Julian Merryweather,25,1,1,0,0,1,1.000,0.04,0.35,26.0,25,0,0,0,29,26,15,9,0,3,22,5,1,28,2,.277,101,.318,.455,.773,0,2,1.000,2,388,,46,,,2,2,,1.12,0,,5.19,26.0,0,3,0,1,1,1,15,1.27,112,78,25,0,0,277,.710,2,0,1,0,.000,14.92,6,4.40,7.62,1.73,9.69,5.19,1.04,9,6,,
592332,Kevin Gausman,28,28,10,2,1,13,.923,0.43,0.68,159.1,28,0,0,1,116,161,68,33,4,14,186,25,0,173,1,.274,631,.301,.406,.707,4,17,.810,8,2547,,256,,,1,4,,0.72,0,,3.45,159.1,12,10,0,0,0,0,61,1.24,662,478,28,0,0,1784,.700,1,2,2,0,.545,15.99,0,7.44,10.51,1.41,9.77,3.84,0.79,0,0,,
656305,Matt Chapman,141,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,81,144,77,26,1,26,156,57,1,117,8,.237,493,.323,.452,.775,2,2,.500,6,2374,563,223,72,239,0,5,.288,0.56,0,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606132,Raimel Tapia,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,123,78,38,18,1,6,69,14,0,93,0,.259,359,.286,.365,.651,1,8,.889,11,1377,379,131,46,150,3,1,.305,1.58,2,59.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548389,Ross Stripling,29,21,8,5,0,13,1.000,0.45,0.98,119.1,29,0,0,0,127,123,43,24,0,11,102,20,0,98,2,.219,448,.254,.346,.600,3,7,.700,5,1800,,155,,,0,2,,1.03,0,,2.94,119.1,8,4,1,1,0,0,39,0.99,472,358,29,0,0,1221,.680,2,0,0,0,.667,15.08,2,5.10,7.69,1.51,7.39,3.24,0.83,3,0,,
669289,Santiago Espinal,11,4,15,6,0,21,1.000,1.91,3.78,50.0,11,2,0,0,128,135,50,25,0,7,68,36,1,119,2,.267,446,.322,.370,.692,6,6,.500,12,1903,488,165,50,208,1,3,.299,0.95,0,63.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606192,Teoscar Hernandez,8,8,0,0,0,0,.000,0.00,-.--,0.0,8,0,0,0,99,90,56,28,1,20,141,31,0,113,2,.255,443,.307,.458,.765,3,6,.667,14,1865,476,203,66,203,0,0,.330,1.10,0,22.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641835,Tim Mayza,55,0,3,3,0,6,1.000,0.11,1.26,43.0,55,0,0,0,60,25,14,6,1,6,36,9,1,36,1,.234,154,.277,.403,.680,0,2,1.000,6,620,,62,,,1,2,,2.40,0,,2.72,43.0,7,0,1,5,15,4,13,1.05,167,129,55,0,0,396,.640,1,1,2,0,1.000,14.42,7,4.00,7.53,1.88,7.53,2.93,1.26,34,8,,
670950,Trevor Richards,58,3,2,3,0,5,1.000,0.09,0.78,58.1,58,1,0,0,43,55,38,8,1,9,73,33,1,55,1,.249,221,.344,.416,.760,3,5,.625,3,1067,,92,,,1,4,,0.78,0,,5.40,58.1,3,2,0,1,8,1,35,1.51,260,175,58,0,0,627,.590,1,0,3,0,.600,18.29,10,2.21,11.26,5.09,8.49,5.86,1.39,26,8,,
665489,Vladimir Guerrero,146,30,0,0,0,0,.000,0.00,-.--,0.0,30,0,0,0,188,130,83,34,0,29,102,53,6,163,6,.281,580,.346,.490,.836,3,8,.727,24,2365,642,284,85,230,0,3,.296,1.45,0,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593160,Whit Merrifield,1,0,0,3,0,3,1.000,1.00,1.80,15.0,3,0,0,0,1,2,2,0,0,1,0,0,0,2,1,.400,5,.500,1.000,1.500,0,0,.---,0,13,79,5,5,44,0,0,.228,0.50,0,73.00,18.00,1.0,0,0,0,0,0,0,2,2.00,6,3,1,0,0,11,.850,1,0,0,0,.---,13.00,1,-.--,0.00,0.00,18.00,18.00,9.00,0,0,,
554340,Yimi Garcia,55,0,5,0,0,5,1.000,0.09,0.82,55.2,55,0,0,0,48,64,18,11,0,5,53,14,2,38,3,.190,200,.250,.320,.570,0,5,1.000,3,927,,64,,,0,3,,0.75,0,,2.59,55.2,4,4,1,5,20,4,16,0.93,220,167,55,0,0,590,.640,3,1,0,0,.500,16.65,8,3.79,8.57,2.26,6.14,2.91,0.81,16,2,,
579328,Yusei Kikuchi,28,20,10,4,1,15,.933,0.50,1.34,94.1,28,1,0,1,89,72,67,21,3,23,114,56,0,92,8,.253,363,.363,.518,.881,3,1,.250,7,1753,,188,,,1,3,,1.24,0,,5.53,94.1,5,7,0,1,0,1,58,1.57,431,283,28,0,0,1073,.610,8,0,3,1,.417,18.58,1,2.04,10.88,5.34,8.78,6.39,2.19,4,0,,
647315,Zach Pop,18,0,0,1,1,2,.500,0.06,0.45,20.0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,0,0,0,0,0,0,.---,-.--,0,-.--,3.60,20.0,2,0,0,0,1,0,8,1.25,83,60,18,0,0,187,.680,1,0,1,0,1.000,13.70,6,7.00,6.30,0.90,10.35,4.05,0.45,12,1,,
676265,,13,6,1,1,0,2,1.000,0.15,0.51,35.0,13,0,0,0,20,53,17,9,0,8,32,16,0,30,3,.222,135,.318,.467,.785,0,3,1.000,0,605,,63,,,0,0,,0.38,0,,4.37,35.0,0,2,0,0,0,0,17,1.31,154,105,13,0,0,379,.630,3,0,1,0,.000,17.29,7,2.00,8.23,4.11,7.71,4.37,2.06,2,0,,
548384,Brooks Raley,54,0,4,1,0,5,1.000,0.09,0.90,50.0,54,0,0,0,38,53,13,5,1,1,59,11,0,33,6,.182,181,.251,.238,.489,0,0,.---,2,769,,43,,,1,1,,0.72,0,,1.98,50.0,1,1,6,8,24,2,11,0.88,200,150,54,0,0,507,.660,6,0,3,0,.500,15.38,11,5.36,10.62,1.98,5.94,2.34,0.18,17,5,,
542194,Christian Bethancourt,3,0,0,1,0,1,1.000,1.00,3.00,3.0,1,0,0,0,0,8,1,0,0,1,1,0,0,6,0,.400,15,.400,.600,1.000,0,0,.---,0,40,119,9,12,49,0,0,.277,0.00,0,16.86,3.00,3.0,0,0,0,0,0,0,1,2.00,15,9,3,0,0,32,.800,0,0,0,0,.---,13.33,3,-.--,3.00,0.00,18.00,3.00,3.00,0,0,1,3.56
621363,Colin Poche,58,0,2,0,0,2,1.000,0.03,0.34,53.2,58,0,0,0,38,67,23,5,1,10,56,20,0,37,1,.191,194,.265,.381,.646,1,2,.667,0,867,,74,,,0,4,,0.57,0,,3.19,53.2,4,2,7,13,21,6,19,1.06,219,161,58,0,0,567,.650,1,0,4,1,.667,16.16,11,2.80,9.39,3.35,6.20,3.86,1.68,14,4,,
446372,Corey Kluber,28,28,9,7,1,17,.941,0.57,0.97,148.0,28,1,0,1,129,178,76,31,2,19,128,18,0,158,9,.270,585,.299,.427,.726,4,4,.500,6,2202,,250,,,2,6,,0.72,0,,4.44,148.0,10,9,0,0,0,0,73,1.19,620,444,28,0,0,1528,.690,9,0,2,0,.526,14.88,0,7.11,7.78,1.09,9.61,4.62,1.16,0,0,,
444482,David Peralta,5,5,0,0,0,0,.000,0.00,-.--,0.0,5,0,0,0,27,40,10,9,1,0,27,10,1,33,1,.264,125,.319,.352,.671,1,0,.000,2,504,138,44,12,51,0,2,.330,0.68,0,-.--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656876,Drew Rasmussen,25,25,8,7,1,16,.938,0.60,1.07,126.2,25,0,0,1,141,115,44,18,2,11,114,28,0,107,3,.226,474,.272,.342,.614,4,8,.667,8,1993,,162,,,1,2,,1.23,1,,2.77,126.2,10,5,0,0,0,0,39,1.07,509,380,25,0,0,1328,.670,3,0,10,0,.667,15.73,0,4.07,8.10,1.99,7.60,3.13,0.78,0,0,,
642336,Francisco Mejia,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,57,82,31,21,0,6,59,6,0,68,2,.257,265,.277,.404,.681,10,35,.778,6,988,274,107,31,112,0,1,.308,0.70,0,44.17,,,,,,,,,,,,,,,,,,,,23,1,,,,,,,,,,,,5,3.19
664076,Garrett Cleavinger,6,0,0,0,0,0,.000,0.00,0.00,10.0,6,0,0,0,8,9,3,3,0,0,13,1,0,5,0,.143,35,.167,.229,.396,0,0,.---,0,128,,8,,,0,0,,0.89,0,,2.70,10.0,1,0,0,0,0,0,3,0.60,36,30,6,0,0,94,.730,0,0,0,0,1.000,12.80,1,13.00,11.70,0.90,4.50,2.70,0.00,3,0,,
623912,Harold Ramirez,47,47,0,0,0,0,.000,0.00,-.--,0.0,47,0,0,0,106,82,41,20,0,6,61,18,1,108,8,.306,353,.350,.414,.764,5,3,.375,5,1396,383,146,54,159,0,4,.352,1.29,0,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670623,Isaac Paredes,1,0,2,0,0,2,1.000,2.00,9.00,2.0,1,1,0,0,82,88,46,15,0,19,60,34,0,65,3,.222,293,.307,.468,.775,1,0,.000,10,1384,332,137,44,136,0,2,.213,0.93,0,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608638,JT Chargois,14,2,2,1,0,3,1.000,0.21,1.93,14.1,14,0,0,0,21,10,6,4,0,3,10,4,0,12,1,.226,53,.293,.472,.765,0,0,.---,3,220,,25,,,0,0,,2.10,0,,3.14,14.1,2,0,0,0,2,0,5,1.12,58,43,14,0,0,149,.680,1,0,0,0,1.000,15.35,2,2.50,6.28,2.51,7.53,3.77,1.88,7,0,,
656222,Jalen Beeks,42,7,7,1,0,8,1.000,0.19,1.18,61.0,42,0,0,0,61,46,22,13,1,7,70,22,0,49,2,.219,224,.293,.379,.672,0,0,.---,5,999,,85,,,1,1,,1.33,0,,2.80,61.0,2,3,2,6,5,4,19,1.16,250,183,42,0,0,634,.630,2,0,3,0,.400,16.38,8,3.18,10.33,3.25,7.23,3.25,1.03,9,3,,
592094,Jason Adam,64,0,2,1,0,3,1.000,0.05,0.45,60.2,64,0,0,0,48,54,11,3,1,5,72,14,1,28,6,.139,201,.216,.239,.455,0,10,1.000,8,880,,48,,,0,1,,0.89,1,,1.48,60.2,2,3,8,10,22,2,10,0.69,223,182,64,0,0,592,.670,6,0,2,0,.400,14.51,16,5.14,10.68,2.08,4.15,1.63,0.74,29,1,,
642770,Javy Guerra,11,0,1,1,0,2,1.000,0.18,2.00,9.2,11,0,0,0,10,13,6,3,0,2,7,4,0,11,1,.268,41,.348,.488,.836,0,0,.---,0,194,,20,,,0,0,,0.77,0,,5.59,9.2,0,0,0,0,3,0,6,1.55,46,29,11,0,0,114,.590,1,0,2,0,.---,20.07,2,1.75,6.52,3.72,10.24,5.59,1.86,4,0,,
605488,Jeffrey Springs,30,22,10,4,0,14,1.000,0.47,1.04,121.1,30,1,0,0,98,129,37,16,3,14,130,29,0,103,1,.225,458,.271,.365,.636,4,3,.429,8,1932,,167,,,0,2,,0.76,2,,2.45,121.1,9,4,0,0,0,0,33,1.09,492,364,30,0,0,1289,.670,1,1,1,3,.692,15.92,0,4.48,9.64,2.15,7.64,2.74,1.04,10,2,,
596847,Ji-Man Choi,11,9,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,76,66,32,18,0,10,113,53,3,74,2,.227,326,.336,.374,.710,0,0,.---,3,1670,384,122,50,137,0,3,.311,1.15,0,32.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666018,Jonathan Aranda,18,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,11,8,6,4,0,1,8,3,0,13,1,.325,40,.386,.500,.886,0,0,.---,0,161,44,20,5,14,0,0,.387,1.38,0,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642350,Jose Siri,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,23,25,32,8,0,3,44,8,0,34,1,.270,126,.319,.405,.724,1,7,.875,0,543,135,51,11,64,0,0,.392,0.92,0,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622534,Manuel Margot,15,15,0,0,0,0,.000,0.00,-.--,0.0,15,0,0,0,66,80,33,17,2,3,55,20,1,83,2,.293,283,.343,.399,.742,1,6,.857,6,1169,306,113,43,116,0,1,.354,0.83,0,94.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
